Statement,Label,word_count,avg_word_length,sentence_count,stop_words_count,noun_count,verb_count,adjective_count,adverb_count,pronoun_count,noun_verb_ratio,adj_adv_ratio,sentiment_polarity,sentiment_subjectivity,word2vec_average,unique_word_count,lexical_diversity,punctuation_count,uppercase_word_count,avg_sentence_length,exclamation_mark_count
It's better to shield children from loss.,myth,7,5,1,3,2,2,1,0,1,0.666666667,1,0.5,0.5,0.00455832,7,1,2,0,41,0
RoutineIt’s important to get babies into a routine as this makes your life easier,myth,14,4.86,1,6,4,3,3,0,1,1,3,0.4,1,0.005068359,14,1,0,0,81,0
Frequent Separation of Children From Their Parents is Bad,myth,9,5.44,1,4,5,1,1,0,1,2.5,1,-0.3,0.48,0.003439616,9,1,0,0,57,0
The most common reason for sibling fights is the rivalry for parental love,myth,13,4.77,1,6,4,2,2,1,0,1.333333333,1,0.23,0.53,0.003987488,12,0.92,0,0,74,0
Be an idealistic parent and shape my child’s personality,myth,9,5.33,1,4,6,1,1,0,1,3,1,0,0,0.003361189,9,1,0,0,56,0
Should place your kids first and then your marital relation,myth,10,5,1,5,2,1,1,2,2,1,0.333333333,0.25,0.33,0.004536534,9,0.9,0,0,59,0
Bad parenting results in psychiatric problems for children,myth,8,6.38,1,2,4,1,1,0,0,2,1,-0.7,0.67,0.003735197,8,1,0,0,58,0
Mental health issues result from bad parenting.,myth,7,5.86,1,1,3,1,2,0,0,1.5,2,-0.4,0.43,0.001651703,7,1,1,0,47,0
Divorce ruins most kids’ lives,myth,5,5.2,1,1,3,2,1,0,0,1,1,0.17,0.35,0.00131052,5,1,0,0,30,0
"Little Brain, Little Activity",myth,4,6.5,1,0,3,0,1,0,0,3,1,-0.19,0.5,0.000590845,3,0.75,1,0,29,0
Brain development is a genetic thing. I have no control over my brain growth.,myth,14,4.57,2,7,6,2,1,0,2,2,1,0,0,0.003742066,14,1,2,1,38,0
"Perfectly Healthy Premature, if a premature baby is born seemingly healthy, there is no need to take the same precautions as if it weren’t.",myth,24,4.83,1,12,7,5,3,2,1,1.166666667,1,0.33,0.38,0.004569435,22,0.92,3,0,139,0
"Teenage boys and girls should have about the same level of fat in their bodies, about 10%",myth,17,4.29,1,10,7,1,1,1,1,3.5,0.5,0,0.06,0.005623011,16,0.94,2,0,89,0
A brain develops most rapidly when they enter preschool,myth,9,5.22,1,4,2,2,0,2,1,0.666666667,0,0.5,0.5,0.004179203,9,1,0,1,55,0
who hit developmental milestones early are gifted,myth,7,6.14,1,2,1,3,1,1,0,0.25,0.5,0.3,0.65,0.003366288,7,1,0,0,49,0
"My infant is either born smart or not, and I have no control over it",myth,15,3.6,1,9,3,2,1,1,3,1,0.5,0.21,0.64,0.004332315,15,1,1,1,68,0
All of your will have the same development schedule,myth,9,4.78,1,7,2,1,1,0,1,1,1,0,0.12,0.006667554,9,1,0,0,51,0
It’s too late for my kid,myth,6,3.17,1,3,1,1,1,2,2,0.5,0.333333333,-0.3,0.6,0.002599879,6,1,0,0,24,0
Keeping up with your neighbours,myth,5,5.4,1,3,1,1,0,0,1,0.5,0,0,0,0.004735922,5,1,0,0,31,0
Multi-tasking is the only way to survive in the world,myth,10,4.4,1,6,3,2,1,0,0,1,1,0,1,0.006987205,9,0.9,1,0,53,0
Babies don’t have kneecaps.,myth,4,6,1,1,3,2,1,0,0,1,1,0,0,0.003013332,4,1,1,0,27,0
Bouncing baby will cause him to be bowlegged.,myth,8,4.75,1,4,1,4,0,0,1,0.2,0,0,0,0.00476947,8,1,1,0,45,0
length is indicative of height as adult,myth,7,4.71,1,3,3,1,1,0,0,1.5,1,0.1,0.3,0.005026544,7,1,0,0,39,0
can't increase their strength as they lack testosterone,myth,8,6,1,3,2,2,0,1,2,0.666666667,0,0,0,0.004219278,8,1,1,0,55,0
Lifting weights stunts growth,myth,4,6.5,1,0,3,1,0,0,0,1.5,0,0,0,0.000561026,4,1,0,0,29,0
Strength training is only for young athletes,myth,7,5.43,1,3,3,1,1,1,0,1.5,0.5,0.05,0.7,0.003789944,7,1,0,0,44,0
play is frivolous and doesn’t matter,myth,6,5.17,1,2,4,1,2,0,0,2,2,0,0,0.005832386,6,1,0,0,36,0
Play is Not Educational,myth,4,5,1,2,1,1,1,1,0,0.5,0.5,-0.12,0.25,0.002808511,4,1,0,0,23,0
Play is a Waste of Instructional Time,myth,7,4.43,1,3,3,1,1,0,0,1.5,1,-0.2,0,0.005058707,7,1,0,0,37,0
"Play is Not a Productive Use of Time.  If earlier is better, then you’re going to value productivity and accomplishment more than something that seems frivolous like play",myth,28,5.07,2,12,8,6,4,3,1,1.142857143,1,0.33,0.5,0.004214745,27,0.96,2,0,84,0
"For it to be beneficial, play has to have a purpose. It would be best if a or educator guided the through play and supervised the entire session.",myth,28,4.21,2,17,5,6,2,1,2,0.714285714,1,0.5,0.46,0.006031386,23,0.82,3,0,72,0
Don’t Play,myth,2,4.5,1,0,4,0,0,0,0,4,0,0,0,0.000638634,2,1,0,0,10,0
You should wait until your is a bit older to start playing. aren’t old enough to play.,myth,17,4.12,2,8,3,4,4,1,2,0.6,2,0.09,0.34,0.004387328,16,0.94,2,0,42.5,0
My baby is too young to play,myth,7,3.14,1,4,1,2,1,1,1,0.333333333,0.5,0.1,0.4,0.005773451,7,1,0,0,28,0
are not too Old to Play,myth,6,3,1,4,1,2,0,2,0,0.333333333,0,0.1,0.2,0.005677423,6,1,0,0,23,0
Nature is most beneficial when it’s big and impressive.,myth,9,5.22,1,4,1,2,4,1,1,0.333333333,2,0.5,0.53,0.004443357,9,1,1,0,55,0
Second Hand Nature is not beneficial.,myth,6,5.33,1,2,2,1,2,1,0,1,1,0,0,0.002818034,6,1,1,0,37,0
OUTDOOR SPACES SHOULD ONLY CONTAIN FLAT SURFACES,myth,7,6,1,2,7,0,0,0,0,7,0,-0.01,0.56,0.000134643,7,1,0,7,48,0
CHILDREN WILL SIMPLY BRING INDOOR TOYS OUTSIDE SO WHAT’S THE POINT?,myth,11,5.18,1,3,11,1,0,0,0,5.5,0,0,0.2,0.000308872,11,1,1,11,67,0
No need to worry about getting older kids out in nature. ,myth,11,4.18,1,5,3,2,1,0,0,1,1,0.17,0.33,0.004110889,11,1,1,0,56,0
"sports can help my son become rich and famous, or pay for his college",myth,14,4,1,6,4,2,2,0,2,1.333333333,2,0.44,0.88,0.0038154,14,1,1,0,69,0
Learning does not model personality,myth,5,6.2,1,2,1,3,0,1,0,0.25,0,0,0,0.001715327,5,1,0,0,35,0
Being outside is too distracting for kids to learn.,myth,9,4.78,1,5,1,4,1,1,0,0.2,0.5,0,0.05,0.004330609,9,1,1,0,51,0
There are limited time periods for learning to take place,myth,10,4.8,1,4,3,3,1,0,0,0.75,1,-0.07,0.14,0.004480422,10,1,0,0,57,0
Children younger than five are not ready to learn,myth,9,4.56,1,4,1,2,2,1,0,0.333333333,1,-0.05,0.25,0.005235287,9,1,0,0,49,0
Children must be taught explicitly how to learn,myth,8,5,1,3,1,3,0,1,0,0.25,0,0,0,0.004950434,8,1,0,0,47,0
Kids Are Resilient and Don’t Need Early Learning,myth,8,5.12,1,2,6,2,1,0,0,2,1,0.1,0.3,0.002435358,8,1,0,0,48,0
Kids’ learning is improved by pain and punishment,myth,8,5.25,1,3,5,2,0,0,0,1.666666667,0,0,0,0.004964062,8,1,0,0,49,0
Attachment to the nanny is a bad thing you should prevent,myth,11,4.27,1,6,3,2,1,0,1,1,1,-0.7,0.67,0.005688665,11,1,0,0,57,0
"Early childhood education is just daycare, children don’t learn anything",myth,10,6.3,1,2,7,2,1,2,0,2.333333333,0.333333333,0.1,0.3,0.003315204,10,1,1,0,72,0
I can teach all of these things at home,myth,9,3.44,1,6,2,1,0,0,1,1,0,0,0,0.005061679,9,1,0,1,39,0
Real learning starts when my child begins preschool,myth,8,5.5,1,2,4,1,1,0,1,2,1,0.2,0.3,0.002988,8,1,0,0,51,0
Preschool is just babysitting,myth,4,6.5,1,2,1,2,0,1,0,0.333333333,0,0,0,0.00373084,4,1,0,0,29,0
Preschool is only for children from well-off families,myth,8,5.75,1,4,4,1,0,1,0,2,0,0.2,0.8,0.004725458,8,1,1,0,53,0
The benefits of preschool don’t last,myth,6,5.17,1,2,5,0,1,0,0,5,1,0,0.07,0.003858117,6,1,0,0,36,0
"babies need to do as much as possible, as fast as possible",myth,12,3.92,1,6,1,2,2,4,0,0.333333333,0.4,0.07,0.87,0.006220252,9,0.75,1,0,58,0
"If kids are not performing well, they just need to do it over and over again, without rest until they master it.",myth,22,4.14,1,13,2,5,0,5,4,0.333333333,0,0,0,0.004610432,20,0.91,3,0,112,0
Throwing your child in a pool will teach him how to swim,myth,12,3.75,1,7,2,3,0,0,2,0.5,0,0,0,0.005102573,12,1,0,0,56,0
Children aren't impacted by TV that plays in the background. ,myth,10,5.1,1,5,3,3,0,1,0,0.75,0,0,0,0.004872398,10,1,2,1,60,0
"My child reads on his own, so reading aloud to him doesn’t make a difference",myth,15,4.13,1,7,5,4,1,0,3,1,1,0.6,1,0.00419945,15,1,1,0,76,0
My child is too young to learn how to read,myth,10,3.3,1,6,1,3,1,1,1,0.25,0.5,0.1,0.4,0.005841365,9,0.9,0,0,42,0
My child hates reading,myth,4,4.75,1,1,1,2,0,0,1,0.333333333,0,0,0,0.002329618,4,1,0,0,22,0
My child refuses to read “real books.”,myth,7,4.57,1,2,3,2,2,0,1,1,2,0.2,0.3,0.002790783,7,1,1,0,38,0
"We have plenty of books at home, so my child doesn’t need to check out anything from the library",myth,19,4.11,1,10,10,2,0,0,2,3.333333333,0,0,0,0.004867791,19,1,1,0,96,0
"If it is in the curriculum, then the children will learn it, and a balanced reading curriculum is ideal",myth,19,4.47,1,11,4,3,2,1,2,1,1,0.9,1,0.006284752,17,0.89,2,0,103,0
We used to do a better job of teaching children to read,myth,12,3.67,1,6,2,4,1,0,1,0.4,1,0.5,0.5,0.00564131,11,0.92,0,0,55,0
Dyslexia’s defining feature is letter reversal ,myth,6,6.83,1,1,5,3,0,0,0,1.25,0,0,0,0.001977515,6,1,0,0,46,0
"Some people are just genetically ""dyslexic""",myth,6,6.33,1,3,2,1,0,2,0,1,0,0,0,0.003081975,6,1,2,0,43,0
Babies cannot see when they are first born,myth,8,4.38,1,3,1,2,2,1,1,0.333333333,1,0.25,0.33,0.005161997,8,1,0,0,42,0
All screen time is detrimental to early learning,myth,8,5.12,1,3,2,1,3,0,0,1,3,0.1,0.3,0.005030825,8,1,0,0,48,0
"If it’s interactive, it must be educational",myth,7,5.29,1,3,0,2,3,0,2,0,3,0.25,0.25,0.003893173,7,1,1,0,43,0
Overuse of screen time has no long-term impact on a child’s development,myth,12,5,1,5,7,1,2,0,0,3.5,2,0,0,0.004904913,12,1,1,0,71,0
"Screens are harmless for kids. We watched TV and played video games growing up and we are fine. “They” (the culture, and the video game and phone companies) would never allow something to be on the market that would actually hurt my kids’ brains.",myth,44,4.61,3,17,15,10,2,3,4,1.363636364,0.5,0.01,0.33,0.004203562,37,0.84,6,1,81.33,0
"Boys will be boys. A little bit of porn is okay, after all the Playboy magazine we had in our backyard fort didn’t hurt us.",myth,25,3.96,2,12,11,4,2,0,3,2.2,2,0.16,0.5,0.003592666,25,1,3,1,61,0
The latest and greatest toys are important to brain development,myth,10,5.4,1,4,3,1,3,0,0,1.5,3,0.63,0.97,0.005894961,10,1,0,0,63,0
"If you want a smart child, you need to buy educational toys, and flash cards.",myth,15,4.2,1,6,3,3,3,0,2,0.75,3,0.23,0.45,0.004268349,14,0.93,3,0,77,0
Technology saps out children’s creativity.,myth,5,7.6,1,1,3,2,1,0,0,1,1,0,0,0.001393764,5,1,1,0,42,0
Technology takes away the best educational experiences that can be gained from play.,myth,13,5.54,1,5,3,3,2,1,0,0.75,1,0.62,0.28,0.004071606,13,1,1,0,84,0
My children have all the information they need on the Internet,myth,11,4.73,1,7,3,2,0,0,2,1,0,0,0,0.006529766,10,0.91,0,0,62,0
Social media is just a new way for kids to communicate. It’s no different from when we spent hours talking on the phone in our bedrooms when we were growing up.,myth,31,4.19,2,16,6,7,4,1,4,0.75,2,0.02,0.31,0.004401141,29,0.94,2,0,79.5,0
Social media and video games like Fortnite make our kids happy,myth,11,4.73,1,2,4,1,3,0,1,2,3,0.42,0.53,0.003126311,11,1,0,0,62,0
It is impossible to remove video games and social media from our kids’ lives,myth,14,4.5,1,6,5,3,2,0,2,1.25,2,-0.32,0.53,0.004141674,14,1,0,0,76,0
Eighth grade is the best age for a smartphone. Teens need social media because that is where all of their friends are and they will be social outcasts if they don’t have it. Parents who don’t allow smartphones or video games are over controlling and overprotective. They are helicopter parents. These parents are sheltering their kids.,myth,56,5,5,29,17,13,8,0,6,1.214285714,8,0.36,0.14,0.004812901,47,0.84,5,0,66.2,0
Children learn language naturally.,myth,4,7.75,1,0,2,0,1,1,0,2,0.5,0.1,0.4,0.004161657,4,1,1,0,34,0
Children Will Learn Speech and Language by Themselves,myth,8,5.75,1,4,6,0,0,0,0,6,0,0,0,0.004139579,8,1,0,0,53,0
All Kids Grow out of Early Language Problems,myth,8,4.62,1,3,4,0,1,0,0,4,1,0.1,0.3,0.002511194,8,1,0,0,44,0
"He/she isn’t talking properly, and they are just lazy",myth,9,5,1,4,3,3,1,2,1,0.75,0.333333333,-0.12,0.55,0.00454074,9,1,2,0,53,0
"My infant can’t talk, so I don’t need to talk to them",myth,12,3.5,1,6,3,4,2,1,3,0.6,1,0,0,0.0040539,11,0.92,1,1,53,0
"Parents should not talk baby talk to their children, because this slows their language development",myth,15,5.6,1,7,6,2,0,1,2,2,0,0,0,0.004899337,13,0.87,1,0,98,0
"Talking to a baby is not important, because they can’t understand what you’re saying. ",myth,14,5.14,1,7,1,6,3,1,2,0.142857143,1.5,-0.2,1,0.004977057,14,1,2,0,85,0
Children have a larger vocabulary when their parents talk with them.,myth,11,5.27,1,5,2,2,2,0,2,0.666666667,2,0,0.5,0.005759724,11,1,1,0,68,0
Speech and Language Delays Run in the Family,myth,8,4.62,1,3,5,0,0,0,0,5,0,0,0,0.00517005,8,1,0,0,44,0
"If your baby is a late talker, it means he or she has autism.",myth,14,3.43,1,9,3,3,1,0,4,0.75,1,-0.3,0.6,0.005208271,14,1,2,0,61,0
You should never use ‘baby talk’ with babies,myth,8,4.62,1,3,3,1,1,1,1,1.5,0.5,0,0,0.003322638,8,1,0,0,44,0
Baby Talk” can inhibit your baby’s language development,myth,8,6,1,2,8,1,0,0,1,4,0,0,0,0.003926432,8,1,0,0,55,0
You Can’t Get Your Child Tested for a Speech or Language Disorder before Kindergarten,myth,14,5.14,1,6,8,1,1,0,1,4,1,0,0,0.00298293,14,1,0,0,85,0
Using a Dummy/Pacifier Is Delaying Their Speech and Language,myth,9,5.78,1,4,3,3,0,0,1,0.75,0,0,0,0.003562131,9,1,1,0,60,0
Speech Therapy can make ANY child talk,myth,7,4.57,1,2,5,1,0,0,0,2.5,0,0,0,0.003020673,7,1,0,1,38,0
Speech Therapy Doesn’t work,myth,4,6,1,0,6,0,0,0,0,6,0,0,0,0.000152175,4,1,0,0,27,0
Flashcards must be used to enhance a child’s speech and language development,myth,12,5.42,1,4,7,3,0,0,0,1.75,0,0,0,0.005412928,12,1,0,0,76,0
Using Gestures/Signs and Pictures will inhibit my child’s language development,myth,10,6.9,1,3,6,2,1,0,1,2,1,0,0,0.003645037,10,1,1,0,78,0
"Interactive Phone Games, Flashcards, and Apps Will Fix All Language Development Issues",myth,12,6.25,1,3,10,0,1,0,0,10,1,0,0,0.001805192,12,1,2,0,86,0
Using a dummy causes language problem,myth,6,5.33,1,1,3,1,1,0,0,1.5,1,0,0,0.003272466,6,1,0,0,37,0
I should only speak one language to my child. ,myth,9,4.11,1,5,2,1,0,1,2,1,0,0,1,0.004057219,9,1,1,1,45,0
Each parent should only speak one language.,myth,7,5.29,1,3,2,1,0,1,0,1,0,0,1,0.00249645,7,1,1,0,43,0
We should mainly focus on English,myth,6,4.67,1,3,0,1,1,1,1,0,0.5,0.08,0.17,0.002678486,6,1,0,0,33,0
There’s no way to motivate a child into learning a second language,myth,12,4.58,1,5,4,3,1,0,0,1,1,0,0,0.005216105,11,0.92,0,0,66,0
Speaking more than one language is inherently difficult for children.,myth,10,6,1,4,2,2,2,1,0,0.666666667,1,0,0.75,0.00432522,10,1,1,0,69,0
Children who are bilingual have smaller vocabularies.,myth,7,6.71,1,3,2,2,2,0,0,0.666666667,2,0,0.5,0.004344323,7,1,1,0,53,0
Bilingual children will have academic problems once they start school.,myth,10,6.1,1,4,3,2,2,1,1,1,1,0,0,0.003799849,10,1,1,0,70,0
My child’s dominant language should be as developed as their peers’.  ,myth,11,5.27,1,6,5,3,1,1,2,1.25,0.5,0.1,0.3,0.005114096,10,0.91,1,0,68,0
"If a child does not learn a second language when he or she is very young, he or she will never be fluent.",myth,23,3.61,1,16,2,4,3,3,4,0.4,0.75,0.07,0.26,0.005525744,19,0.83,2,0,105,0
All bilingual people should be equally proficient at speaking both of their chosen languages,myth,14,5.64,1,7,3,2,2,1,1,1,1,0,0.25,0.003846494,14,1,0,0,92,0
"If a child is not equally fluent in both languages, he or she is not truly bilingual.",myth,17,4.06,1,11,2,2,2,4,2,0.666666667,0.4,0,0.25,0.005259263,15,0.88,2,0,85,0
My child’s language skills need to be the same in both languages. ,myth,12,4.5,1,7,5,2,2,0,1,1.666666667,2,0,0.12,0.006027563,12,1,1,0,65,0
Can babies really understand you before they can talk?,myth,9,5.11,1,5,1,2,0,1,2,0.333333333,0,0.2,0.2,0.004082597,9,1,1,0,54,0
Children who walk early and talk early are the brightest,myth,10,4.7,1,4,1,3,2,1,0,0.25,1,0.1,0.3,0.006317323,9,0.9,0,0,56,0
"Early walker, late talker.",myth,4,5.75,1,0,2,0,2,0,0,2,2,-0.1,0.45,6.53E-05,4,1,2,0,26,0
Toddlers should be sent to daycare if they are not communicating well,myth,12,4.83,1,7,1,5,0,2,1,0.166666667,0,0,0,0.005507631,12,1,0,0,69,0
WalkYour baby should be crawling by 6 months.,myth,8,4.75,1,3,3,2,0,0,0,1,0,0,0,0.004032033,8,1,1,0,45,0
All Babies Learn How To Crawl,myth,6,4,1,3,3,1,0,0,0,1.5,0,0,0,0.00105301,6,1,0,0,29,0
Using a baby walker will help a toddler walk sooner,myth,10,4.2,1,3,5,2,0,0,0,1.666666667,0,0,0,0.004324439,9,0.9,0,0,51,0
Toddlers Should Walk at Around 12 to 13 Months,myth,9,4.22,1,3,2,1,0,1,0,1,0,0,0,0.002755707,9,1,0,0,46,0
Infants need to be bathed every day,myth,7,4.14,1,2,2,3,0,0,0,0.5,0,0,0,0.004397836,7,1,0,0,35,0
Kids Should Wear Sunscreen At All Time,myth,7,4.57,1,3,4,1,0,0,0,2,0,0,0,0.000735983,7,1,0,0,38,0
Teething causes fever,myth,3,6.33,1,0,1,1,0,1,0,0.5,0,0,0,0.000603807,3,1,0,0,21,0
Putting honey on a dummy will help with teething,myth,9,4.44,1,4,2,3,0,0,0,0.5,0,0,0,0.004626963,9,1,0,0,48,0
Young Children Must Eat A Variety Of Foods Daily,myth,9,4.44,1,2,8,0,0,0,0,8,0,0.05,0.2,0.001718543,9,1,0,1,48,0
Healthy food can be fed to kids in disguise,myth,9,3.89,1,4,3,2,1,0,0,1,1,0.5,0.5,0.005163874,9,1,0,0,43,0
High sugar correlates with high energy,myth,6,5.5,1,1,3,0,2,0,0,3,2,0.16,0.54,0.002216719,6,1,0,0,38,0
A vegetarian diet cannot ensure proper growth,myth,7,5.57,1,1,2,1,2,1,0,1,1,0,0.1,0.000938635,7,1,0,1,45,0
Introducing solids earlier will get your baby to sleep in longer stretches,myth,12,5.25,1,4,3,3,1,1,1,0.75,0.5,0,0.5,0.004357061,12,1,0,0,74,0
New milk on top of old milk causes tummy aches,myth,10,3.7,1,2,5,1,2,0,0,2.5,2,0.25,0.38,0.0024891,9,0.9,0,0,46,0
Some children would starve to death if their parents did not coax them to eat,myth,15,4.2,1,8,3,4,0,1,2,0.6,0,0,0,0.004643834,14,0.93,0,0,77,0
Sleeping is a natural development & can’t be taught,myth,9,4.78,1,3,1,4,2,1,0,0.2,1,0.1,0.4,0.004498201,9,1,1,0,51,0
Sleep training is stressful for your baby & can affect the parent-child attachment,myth,13,5.38,1,5,3,2,3,0,1,1,3,0,0,0.004603968,13,1,2,0,82,0
It’s okay for babies to sleep on their stomachs.,myth,9,4.44,1,4,3,2,1,0,2,1,1,0.5,0.5,0.004767716,9,1,1,0,48,0
TV at bedtime can help lull children to sleep.,myth,9,4.22,1,3,3,3,0,0,0,0.75,0,0,0,0.004970934,9,1,1,1,46,0
Babies will naturally dictate their own sleep schedule,myth,8,5.88,1,3,3,1,1,1,1,1.5,0.5,0.35,0.7,0.002823119,8,1,0,0,54,0
Toddlers should sleep through the night,myth,6,5.67,1,3,2,1,0,0,0,1,0,0,0,0.004383784,6,1,0,0,39,0
Babies should sleep through the night and in their own bed by the age of 6 months,myth,17,3.82,1,10,5,1,1,0,1,2.5,1,0.6,1,0.0061826,16,0.94,0,0,81,0
"Late to Bed, Late to Rise",myth,6,3.33,1,2,2,1,0,1,0,1,0,-0.3,0.6,0.004875576,4,0.67,1,0,25,0
Sleeping too much during the day will keep your baby up at night,myth,13,4,1,7,3,2,1,2,1,1,0.333333333,0.2,0.2,0.00479117,13,1,0,0,64,0
Babies are not designed to sleep through the night,myth,9,4.67,1,5,2,3,0,1,0,0.5,0,0,0,0.005460052,9,1,0,0,50,0
CHILDREN WHO WET THE BED ARE LAZY.,myth,7,4,1,3,5,1,0,0,0,2.5,0,-0.17,0.7,0.000157859,7,1,1,7,34,0
Bed-wetting is a sign of serious emotional problems,myth,8,5.5,1,3,3,1,2,0,0,1.5,2,-0.17,0.66,0.005290636,8,1,1,0,51,0
Your baby should poop every day.,myth,6,4.5,1,2,2,1,0,0,1,1,0,0,0,0.003012656,6,1,1,0,32,0
Babies need to poo every day,myth,6,3.83,1,1,2,2,0,0,0,0.666666667,0,0,0,0.004007724,6,1,0,0,28,0
Toddlers are potty trained in three days,myth,7,4.86,1,2,2,2,1,0,0,0.666666667,1,0,0,0.003476873,7,1,0,0,40,0
Toilet Training Must Start at 18 Months,myth,7,4.71,1,1,5,0,0,0,0,5,0,-0.03,0,0.00144408,7,1,0,0,39,0
Children who are toilet trained before 2 years old are “advanced” or more intelligent,myth,14,5.14,1,6,4,3,5,0,0,1,5,0.35,0.44,0.004170327,13,0.93,0,0,85,0
Children must be toilet-trained between two and three years old,myth,10,5.4,1,3,2,1,2,0,0,1,2,0.1,0.2,0.004382722,10,1,1,0,63,0
A flu shot can give your baby the flu.,myth,9,3.33,1,4,4,1,0,0,1,2,0,0,0,0.005008395,9,1,1,1,38,0
Vaccines caused the rise in autism diagnoses,myth,7,5.43,1,2,4,1,0,0,0,2,0,0,0,0.003510556,7,1,0,0,44,0
